H-Index — array `citations`; return researcher's h-index = max h such that h papers have ≥h citations. Example: [3,0,6,1,5] → 3.	PATTERN: Counting sort buckets (or sort). | INSIGHT: Cap counts at n; bucket[i] = papers with i citations (≥n go to bucket[n]); accumulate from high to low. | STEPS: 1) buckets=[0]*(n+1). 2) For c in citations: buckets[min(c,n)]+=1. 3) cum=0; for i from n down to 0: cum+=buckets[i]; if cum>=i: return i. | TIME/SPACE: O(n) / O(n). | PITFALL: Sort gives O(n log n); bucket is the elegant O(n).	array-string medium
Insert Delete GetRandom O(1) — design class supporting insert(val), remove(val), getRandom(), each O(1) average. Example: insert(1), insert(2), remove(1), getRandom() returns 2 with prob 1.	PATTERN: Hashmap value→index + dynamic array. | INSIGHT: Array supports O(1) random; remove by swapping target with last element, popping, updating map. | STEPS: insert: if val in map: False; arr.append(val); map[val]=len-1. remove: if val not in map: False; idx=map[val]; last=arr[-1]; arr[idx]=last; map[last]=idx; arr.pop(); del map[val]. getRandom: random.choice(arr). | TIME/SPACE: O(1) avg / O(n). | PITFALL: Must update map[last] BEFORE deleting map[val] — common bug.	array-string medium
Product of Array Except Self — return array `ans` where ans[i] = product of all nums except nums[i]. Must run in O(n) without division. Example: [1,2,3,4] → [24,12,8,6].	PATTERN: Two passes (left products, then right products). | INSIGHT: ans[i] = prefix product * suffix product. | STEPS: 1) ans[0]=1; for i in 1..n-1: ans[i]=ans[i-1]*nums[i-1] (left products). 2) right=1; for i from n-1 down to 0: ans[i]*=right; right*=nums[i]. | TIME/SPACE: O(n) / O(1) extra. | PITFALL: Without division this two-pass dance is the only way.	array-string medium
Gas Station — circular route; gas[i]=gas at station i, cost[i]=gas to travel to next; return start index that completes the loop, or -1. Example: gas=[1,2,3,4,5], cost=[3,4,5,1,2] → 3.	PATTERN: Single-pass greedy. | INSIGHT: If sum(gas)<sum(cost) → -1. Otherwise: when running tank goes negative, no station in [start,i] can be the answer — restart at i+1. | STEPS: 1) If sum(gas)<sum(cost) return -1. 2) tank=0, start=0. 3) For i in range(n): tank += gas[i]-cost[i]; if tank<0: start=i+1; tank=0. 4) Return start. | TIME/SPACE: O(n) / O(1). | PITFALL: The proof that earlier candidates can't work past the failing index is the interview talking-point.	array-string medium
Candy — children with `ratings`; each gets ≥1 candy; higher-rated child gets more than each adjacent neighbor. Return min total candies. Example: [1,0,2] → 5 (2,1,2); [1,2,2] → 4.	PATTERN: Two passes (left-to-right then right-to-left). | INSIGHT: Left pass enforces left-neighbor rule; right pass enforces right-neighbor; at each i take max of both. | STEPS: 1) left=[1]*n; for i in 1..n-1: if r[i]>r[i-1]: left[i]=left[i-1]+1. 2) right=1, ans=0; for i from n-1 down to 0: if i<n-1 and r[i]>r[i+1]: right+=1; else right=1; ans+=max(left[i], right). | TIME/SPACE: O(n) / O(n). | PITFALL: Equal ratings break the chain — both sides reset.	array-string hard
Trapping Rain Water — array of bar heights; return total water trapped after rain. Example: [0,1,0,2,1,0,1,3,2,1,2,1] → 6.	PATTERN: Two pointers OR precomputed max arrays. | INSIGHT: Water at i = min(maxLeft, maxRight) - h[i]. Two-pointer: always advance from the SHORTER side (its max bounds the water there). | STEPS: 1) l=0, r=n-1, lmax=rmax=0, ans=0. 2) While l<r: if h[l]<h[r]: lmax=max(lmax,h[l]); ans+=lmax-h[l]; l+=1; else rmax=max(rmax,h[r]); ans+=rmax-h[r]; r-=1. | TIME/SPACE: O(n) / O(1). | PITFALL: Why advance the shorter side? It's the binding constraint — the other side can only increase the cap.	array-string hard
Roman to Integer — given roman numeral string, return integer (1..3999). Example: 'MCMXCIV' → 1994.	PATTERN: Linear scan with subtractive case. | INSIGHT: If current symbol < next, subtract its value instead of adding. | STEPS: 1) val={I:1,V:5,X:10,L:50,C:100,D:500,M:1000}. 2) ans=0. 3) For i in 0..n-1: if i<n-1 and val[s[i]]<val[s[i+1]]: ans-=val[s[i]]; else ans+=val[s[i]]. | TIME/SPACE: O(n) / O(1). | PITFALL: Subtractive pairs are limited: IV, IX, XL, XC, CD, CM.	array-string easy
Integer to Roman — given int 1..3999, return roman numeral. Example: 1994 → 'MCMXCIV'.	PATTERN: Greedy with descending value/symbol pairs (subtractive included). | INSIGHT: Treat 900='CM', 400='CD', etc. as their own atomic symbols. | STEPS: 1) pairs=[(1000,'M'),(900,'CM'),(500,'D'),(400,'CD'),(100,'C'),(90,'XC'),(50,'L'),(40,'XL'),(10,'X'),(9,'IX'),(5,'V'),(4,'IV'),(1,'I')]. 2) For (v,sym) in pairs: while num>=v: ans+=sym; num-=v. | TIME/SPACE: O(1) / O(1). | PITFALL: Skipping subtractive entries leads to "IIII" instead of "IV".	array-string medium
Length of Last Word — given string of words separated by spaces, return length of the last word. Example: 'Hello World' → 5; '   fly me   to   the moon  ' → 4.	PATTERN: Scan from end. | INSIGHT: Skip trailing spaces, then count chars until next space. | STEPS: 1) i=n-1; while i>=0 and s[i]==' ': i-=1. 2) length=0; while i>=0 and s[i]!=' ': length+=1; i-=1. 3) Return length. | TIME/SPACE: O(n) / O(1). | PITFALL: Trailing spaces — skip them first.	array-string easy
Longest Common Prefix — given list of strings, return longest common prefix string ('' if none). Example: ['flower','flow','flight'] → 'fl'.	PATTERN: Vertical scanning (column-by-column). | INSIGHT: For each position, compare char across all words; stop at first mismatch or end. | STEPS: 1) For i in 0..len(strs[0])-1: c=strs[0][i]; for w in strs[1:]: if i>=len(w) or w[i]!=c: return strs[0][:i]. 2) Return strs[0]. | TIME/SPACE: O(S) total chars / O(1). | PITFALL: Empty input → return ''.	array-string easy
Reverse Words in a String — given string s, reverse the order of words; words separated by one or more spaces; trim leading/trailing/middle extra spaces. Example: '  the  sky is blue  ' → 'blue is sky the'.	PATTERN: Split + reverse + join. | INSIGHT: Python's str.split() with no args collapses any whitespace runs. | STEPS: 1) Return ' '.join(reversed(s.split())). | TIME/SPACE: O(n) / O(n). | PITFALL: For O(1) extra space (mutable buffer), reverse whole string then reverse each word.	array-string medium
Zigzag Conversion — write string s in zigzag pattern across `numRows` rows, then read row-by-row. Example: 'PAYPALISHIRING', numRows=3 → 'PAHNAPLSIIGYIR'.	PATTERN: Row buckets with direction flip. | INSIGHT: Walk chars; row goes down then up; flip direction at top/bottom. | STEPS: 1) If numRows==1: return s. 2) rows=['']*numRows, row=0, step=1. 3) For c in s: rows[row]+=c; if row==0: step=1; if row==numRows-1: step=-1; row+=step. 4) Return ''.join(rows). | TIME/SPACE: O(n) / O(n). | PITFALL: numRows==1 must short-circuit (no flip).	array-string medium
Find the Index of the First Occurrence in a String — return index of first occurrence of `needle` in `haystack`, or -1. Example: haystack='sadbutsad', needle='sad' → 0.	PATTERN: Naive substring match (KMP for follow-up). | INSIGHT: Slide window of len(needle) and compare. | STEPS: 1) m=len(needle), n=len(haystack). 2) For i in 0..n-m: if haystack[i:i+m]==needle: return i. 3) Return -1. | TIME/SPACE: O(n·m) / O(1) (KMP gives O(n+m)). | PITFALL: KMP is the upgrade — build failure function; mention it as a follow-up.	array-string easy
Text Justification — given list of `words` and `maxWidth`, format text into lines exactly maxWidth chars, fully justified (spaces distributed evenly between words; extras on the left). Last line and single-word lines are LEFT-justified. Example: words=['This','is','an','example','of','text','justification.'], width=16 → ['This    is    an','example  of text','justification.  '].	PATTERN: Greedy line packing + manual padding. | INSIGHT: Greedily pack words into a line; distribute spaces among gaps with leftover going to leftmost gaps. Last/single-word lines left-justified. | STEPS: 1) Greedy: collect words while sum_lengths+gaps<=maxWidth. 2) For each line: gaps=count-1; total_spaces=maxWidth-sum_lengths; if last line or gaps==0: left-justify with single spaces, pad right. else base=total_spaces//gaps, extra=total_spaces%gaps; first 'extra' gaps get base+1 spaces, rest get base. | TIME/SPACE: O(total chars) / O(line). | PITFALL: Last line and single-word lines get special left-justification handling.	array-string hard
